ï»¿Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
2010-01-01,0.001091854324297566,0.00151538582013685,0.002411524621068313,0.00362567335038305,0.005042086858154642,0.006574918543423108,0.008161248840022001,0.009755666641313287,0.011326066139195685,0.01285039383480427,0.014314137429037857,0.01570839315086634,0.01702838338325402,0.01827232421756999,0.019440564400807832,0.02053493429394392,0.021558256927537052,0.022513983806023475,0.02340592639344148,0.024238060698165136,0.025014387447039155,0.025738834302980913,0.026415189673207582,0.027047060065553404,0.027637844825615748,0.028190723543893792,0.02870865255095974,0.029194367791727367,0.02965039204331836,0.030079044958986088,0.030482454817596323,0.030862571161329056,0.03122117773469747,0.03155990531218804,0.03188024413268287,0.032183555756356265,0.03247108423173595,0.03274396651313086,0.03300324210633761,0.03324986194706299,0.033484696534629405,0.03370854335540647,0.03392213363767518,0.034126138483531694,0.03432117442492659,0.03450780845072802,0.03468656255033231,0.0348579178172227,0.03502231815329111,0.03518017361190364
2010-01-08,0.0011521386267877255,0.0017001790754427263,0.0027042753989605234,0.004012303202347028,0.005510596579441907,0.007115059667975368,0.008764249264427114,0.010414001201093108,0.01203326454852799,0.013600879709659243,0.015103093193231073,0.01653164651537374,0.017882311824696358,0.019153774489482092,0.020346784613693908,0.021463516515703676,0.022507088599854674,0.023481206557266043,0.024389901064821747,0.025237337595869234,0.02602768099569095,0.026765001410969273,0.027453211232787995,0.028096025104166943,0.028696936902777526,0.02925920905295911,0.029785870639282917,0.030279721658009247,0.030743341408801306,0.03117909954084788,0.03158916865945068,0.031975537698017586,0.032340025487266166,0.03268429412467121,0.03300986187555815,0.03331811543269484,0.03361032143148916,0.033887637168952454,0.034151120511073635,0.034401738998745754,0.03464037817965137,0.03486784920466174,0.035084895733954465,0.03529220020143736,0.03549038948711801,0.035680040046480975,0.03586168254425706,0.03603580603757997,0.03620286175071489,0.03636326648051715
2010-01-15,0.0011520058743357325,0.0016807362677040832,0.002666875108070196,0.0039582887391541415,0.0054412707776539445,0.007031664618637152,0.008667954085020453,0.010305895625222147,0.011914356663267104,0.013472096583870831,0.014965283459411102,0.016385584211645588,0.017728700989452374,0.018993254142118728,0.0201799338612142,0.02129085960468762,0.022329099792643643,0.023298314754992527,0.024202494131865968,0.025045766363314965,0.025832262937597272,0.026566023998470942,0.027250934978485263,0.02789068631395593,0.02848875015495817,0.029048369425707116,0.02957255570781263,0.030064093282305547,0.03052554733189544,0.030959274816428867,0.031367436926265466,0.03175201231710868,0.032114810556687884,0.03245748538495614,0.03278154751790298,0.03308837682061378,0.03337923374555415,0.033655269983204825,0.03391753830875077,0.03416700163411604,0.034404541291986085,0.03463096458968817,0.03484701167752308,0.035053361779592625,0.035250638836279255,0.03543941660701241,0.035620223280326886,0.03579354563587468,0.035959832800278764,0.03611949963572687
2010-01-22,0.001129271308380509,0.001674099733611432,0.0026678924080356346,0.003960778372924989,0.005440783979610486,0.007025073195468997,0.008653130542137085,0.010281465513398171,0.011879507369749997,0.013426430175983002,0.01490870385471539,0.016318211048157567,0.01765080422165065,0.01890520468804584,0.02008216664737581,0.021183846157665744,0.02221332815586558,0.02317427500266162,0.024070668138639048,0.02490662079075683,0.025686244634772676,0.026413557198446895,0.027092419816194233,0.027726498302617163,0.028319240344995625,0.028873865037284355,0.029393361080005967,0.029880491021915555,0.03033779957558923,0.030767624543376327,0.031172109276298262,0.03155321588295657,0.03191273862901946,0.03225231713654202,0.032573449118827445,0.03287750248055281,0.033165726682076374,0.03343926331711593,0.03369915588890853,0.033946358795059334,0.034181745548274196,0.03440611627113407,0.03462020450960197,0.034824683413269185,0.035020171331368,0.0352072368729956,0.03538640347832814,0.035558153545239515,0.035722932152960005,0.03588115042141968
2010-01-29,0.001103308624766047,0.0016101713544075837,0.0025758874535101416,0.0038483395287362988,0.005313795513655545,0.006888045080606992,0.008509500563267085,0.0101338366601376,0.01172983419229149,0.013276164913522143,0.014758910876123923,0.01616965634887052,0.017504025300405558,0.018760565003995887,0.019939897970263645,0.02104408142212774,0.02207612687667189,0.023039642870005254,0.02393857206709247,0.02477700042292052,0.025559021085669875,0.02628863965728408,0.02696971048864137,0.027605896071699276,0.02820064344604254,0.028757172977428323,0.029278475981706357,0.029767318529972147,0.030226249435746054,0.030657610936073974,0.031063550969949612,0.031446036256151666,0.03180686559940488,0.03214768302505548,0.03246999047093844,0.03277515986072213,0.033064444453454335,0.03333898941527718,0.0335998415959566,0.03384795851855761,0.03408421660804009,0.034309418695866935,0.03452430084452113,0.03472953853935468,0.03492575229637268,0.035113512734096144,0.03529334515607392,0.03546573368831985,0.035631125013223366,0.03578993173853077
2010-02-05,0.0010889931601767537,0.0016966539019779917,0.0027430895237441077,0.004080243147852165,0.005597616929743091,0.007213577148803019,0.008868589313018318,0.010519964610779154,0.012137788599050004,0.013701773591370679,0.015198831799530854,0.01662121004888624,0.01796506132576131,0.01922935549842931,0.02041505283832521,0.02152448068514104,0.022560866718848098,0.02352799258927813,0.02442993971367239,0.02527090536078381,0.026055072071990544,0.026786517321094692,0.02746915331781849,0.0281066891986669,0.028702609666886602,0.02926016555397924,0.029782372867592333,0.03027201773445698,0.030731665297148308,0.03116367112274622,0.031570194063586125,0.03195320980150575,0.03231452452785748,0.03265578837809852,0.0329785083644831,0.03328406064298427,0.03357370201861591,0.03384858064266191,0.034109745890476904,0.0343581574329968,0.034594693531574836,0.03482015859630521,0.035035290054186596,0.035240764576513615,0.035437203715673285,0.03562517900075116,0.03580521653952867,0.03597780117195954,0.036143380217325514,0.036302366854193004
2010-02-12,0.0010641465094808197,0.0016550658437959106,0.00268361799426136,0.004002451448177265,0.005501570768165579,0.007099691332714077,0.00873751272259679,0.010372494602033239,0.01197480795371636,0.013524204672327471,0.015007603774803048,0.016417235987467766,0.017749222701374023,0.019002492207838173,0.02017795728419563,0.021277894817362357,0.022305481194510868,0.023264447417146842,0.024158825907422403,0.024992767246950105,0.02577040999171011,0.026495790535725657,0.027172782982394922,0.027805061307804774,0.02839607790823477,0.028949054026976253,0.02946697864198151,0.029952613235152206,0.03040850051073209,0.030836975626968646,0.031240178885372165,0.031620069111669216,0.03197843718234665,0.03231691931645161,0.0326370098764726,0.032940073514344,0.03322735656639714,0.03349999765024808,0.03375903745166776,0.03400542771390086,0.03424003945835963,0.03446367047617155,0.034677052136273076,0.03488085555881086,0.03507569720344072,0.03526214392138526,0.03544071751833215,0.035611898872804325,0.035776131651788425,0.03593382566236807
2010-02-19,0.001048959940226332,0.0016357841993640612,0.002661297754305153,0.003977909925495991,0.005475437973421508,0.007072450809570476,0.008709533674245139,0.010344057144758053,0.011946122948891993,0.013495429284065417,0.014978853659732751,0.01638859483265047,0.01772074967566476,0.01897422777284143,0.020149927716741598,0.021250115720961773,0.022277960218407184,0.023237186355112134,0.02413182231175246,0.024966015664159305,0.025743902903587378,0.02646951907140671,0.027146737452918915,0.027779231603451998,0.028370453790151875,0.028923625337683757,0.029441735453928933,0.029927545952224917,0.030383599934272875,0.03081223299526129,0.03121558589348825,0.031595617916981934,0.03195412039977052,0.03229273000649778,0.03261294152845792,0.03291612002650941,0.03320351222424166,0.033476257104038606,0.03373539569382026,0.033981880056726,0.03421658151251289,0.03444029813003246,0.0346537615363918,0.034857643091496866,0.03505255947752181,0.03523907775213187,0.03541771991251866,0.03558896701486344,0.035753262891004695,0.03591101750105062
2010-02-26,0.0010509873120281695,0.001584219272600414,0.002564160167858154,0.0038418789068241036,0.005306089857405116,0.006874452945387655,0.00848680291935343,0.010099889577804192,0.011683300169377322,0.013216305646634004,0.014685427967446207,0.016082569348338162,0.017403578772659283,0.018647158111414007,0.019814031480459827,0.02090631816200335,0.021927062529695313,0.022879884699615022,0.023768723687048673,0.024597651156670446,0.025370738786281453,0.026091966116890075,0.026765158767117415,0.02739394923066899,0.027981754295866718,0.0285317645391463,0.029046942438896974,0.029530026501854326,0.029983539446209052,0.030409798986587327,0.030810930149704714,0.031188878342092614,0.03154542261339431,0.03188218872636733,0.03220066177041274,0.03250219814891141,0.03278803683944301,0.033059309875959675,0.033317052037720896,0.03356220975477308,0.033795649256674144,0.03401816400209137,0.03423048143342331,0.03443326910392038,0.03462714022581844,0.034812658687444105,0.034990343585616035,0.03516067331733569,0.035324089272015524,0.035480999162536
2010-03-05,0.0010211241841859677,0.0014728834863043886,0.0023925211978655814,0.0036263015471383556,0.0050591775220657515,0.006605868921515223,0.008203916323588245,0.009808282987698149,0.011387168158865918,0.012918767326301513,0.014388771780476178,0.015788444535944614,0.01711314488770589,0.018361201558867273,0.019533056165977822,0.020630615830512032,0.02165676719121595,0.02261501460411514,0.02350921357161741,0.02434337690563555,0.025121536185349493,0.025847645020172415,0.02652551371056182,0.027158767300780824,0.027750820885886686,0.028304867485941777,0.028823874924729757,0.02931058901959313,0.029767541059472387,0.030197058063792127,0.030601274709949895,0.0309821461187711,0.03134146091646875,0.03168085416483852,0.03200181988145589,0.032305722968507755,0.03259381044035041,0.03286722189196042,0.03312699918780006,0.033374095376855276,0.03360938285749928,0.03383366082751937,0.03404766206175116,0.034252059063538065,0.034447469637617086,0.03463446193173952,0.03481355899289949,0.0349852428818625,0.03514995838705254,0.035308116375982884
2010-03-12,0.0010406176050082516,0.0015400527558376807,0.0025028654519703517,0.0037757007338704227,0.005243881217378335,0.0068224782572664094,0.00844936179115156,0.01007980010496593,0.011682272405466926,0.013235229316408113,0.014724593319802207,0.016141835972502856,0.01748250399383824,0.018745094059004916,0.019930197938274653,0.02103985675154238,0.022077076554186663,0.023045468017079313,0.02394898122888487,0.024791713119863175,0.025577770067351666,0.02631117219660349,0.026995788975026323,0.02763529810070539,0.02823316155498112,0.02879261413982137,0.02931666094494693,0.02980808105872248,0.03026943550687462,0.030703077918173248,0.031111166810795555,0.03149567869416444,0.03185842140970428,0.03220104730664888,0.03252506597860283,0.03283185638299037,0.03312267823658828,0.03339868263205486,0.03366092185739829,0.033910358426274885,0.03414787334464456,0.03437427365076642,0.034590299272422,0.03479662924884815,0.034993887366088494,0.035182647254041174,0.03536343699192469,0.03553674326659636,0.03570301512543207,0.03586266736252123
2010-03-19,0.001035301749750645,0.0015914216100985333,0.0026042176591634172,0.003921203779470299,0.005428455544816246,0.007041696614695574,0.0086993619387806,0.010357209202911133,0.011984141584243796,0.013558977102833322,0.015067956748335597,0.016502828355147322,0.01785937845060359,0.019136312026095698,0.02033440197335666,0.021455847045632383,0.022503790638931837,0.023481963225506063,0.02439441952813632,0.025245347986994137,0.026038935124828626,0.026779271363604716,0.02747028792471852,0.028115716843072402,0.02871906799010758,0.0292836184483303,0.02981241070103041,0.030308256967305162,0.030773747680275035,0.031211262619493686,0.031622983601452374,0.032010907931704316,0.03237686204954363,0.032722514967799654,0.03304939123896069,0.033358883274491685,0.033652262914602146,0.03393069219686229,0.03419523330860514,0.034446857733578376,0.034686454620586185,0.0349148384130082,0.03513275578472273,0.035340891931329214,0.035539876266597284,0.03573028757347236,0.035912658657268094,0.0360874805462664,0.036255206282114115,0.036416254339360014
2010-03-26,0.001048175489207129,0.0016641076892278187,0.0027236646836706208,0.004077120257473154,0.005612733169361677,0.007247953364211744,0.00892258018290473,0.01059344912917602,0.01223031433073062,0.013812665211359734,0.015327272115324739,0.01676629989058158,0.018125863268616937,0.019404925270496275,0.0206044613965172,0.021726829264367878,0.022775296629563024,0.023753691126698142,0.024666143221620127,0.025516900244598614,0.026310194362581064,0.027050151243639794,0.027740729204209773,0.028385680994953734,0.028988532219806278,0.029552571809494606,0.030080851075594106,0.030576188724591967,0.03104117986890483,0.03147820757675056,0.031889455889208045,0.03227692352730451,0.032642437735325325,0.03298766787495904,0.03331413851100494,0.033623241823011664,0.03391624924601948,0.03419432229346463,0.03445852255085158,0.03470982085354169,0.0349491056786645,0.03517719079181667,0.03539482219546884,0.035602684429065216,0.03580140627159453,0.0359915658966255,0.0361736955279531,0.03634828564147627,0.03651578875600539,0.03667662285258115
